
> bsc-backend@1.0.0 prestart
> npm run build


> bsc-backend@1.0.0 prebuild
> tslint -c tslint.json -p tsconfig.json --fix


> bsc-backend@1.0.0 build
> tsc


> bsc-backend@1.0.0 start
> node .


> bsc-backend@1.0.0 prestart
> npm run build


> bsc-backend@1.0.0 prebuild
> tslint -c tslint.json -p tsconfig.json --fix


POST /measurement/schuepbach 201 - - 16.995 ms
POST /measurement/schuepbach 201 - - 20.036 ms
POST /measurement/schuepbach 201 - - 14.853 ms
POST /measurement/schuepbach 201 - - 15.304 ms
POST /measurement/schuepbach 201 - - 13.876 ms
POST /measurement/schuepbach 201 - - 17.298 ms
POST /measurement/schuepbach 201 - - 16.115 ms
POST /measurement/schuepbach 201 - - 15.319 ms
POST /measurement/schuepbach 201 - - 81.429 ms
POST /measurement/schuepbach 201 - - 13.665 ms
POST /measurement/schuepbach 201 - - 13.788 ms
POST /measurement/schuepbach 201 - - 14.521 ms
POST /measurement/schuepbach 201 - - 14.335 ms
POST /measurement/schuepbach 201 - - 14.340 ms
POST /measurement/schuepbach 201 - - 17.513 ms
POST /measurement/schuepbach 201 - - 13.981 ms
POST /measurement/schuepbach 201 - - 16.974 ms
POST /measurement/schuepbach 201 - - 13.598 ms
POST /measurement/schuepbach 201 - - 14.500 ms
POST /measurement/schuepbach 201 - - 13.644 ms
POST /measurement/schuepbach 201 - - 16.903 ms
POST /measurement/schuepbach 201 - - 13.726 ms
POST /measurement/schuepbach 201 - - 15.418 ms
POST /measurement/schuepbach 201 - - 16.912 ms
POST /measurement/schuepbach 201 - - 14.898 ms
POST /measurement/schuepbach 201 - - 14.106 ms
POST /measurement/schuepbach 201 - - 14.250 ms
POST /measurement/schuepbach 201 - - 15.432 ms
POST /measurement/schuepbach 201 - - 14.565 ms
POST /measurement/schuepbach 201 - - 14.661 ms
POST /measurement/schuepbach 201 - - 14.825 ms
POST /measurement/schuepbach 201 - - 14.305 ms
POST /measurement/schuepbach 201 - - 14.752 ms
POST /measurement/schuepbach 201 - - 17.628 ms
POST /measurement/schuepbach 201 - - 13.583 ms
POST /measurement/schuepbach 201 - - 16.568 ms
POST /measurement/schuepbach 201 - - 15.008 ms
POST /measurement/schuepbach 201 - - 14.323 ms
POST /measurement/schuepbach 201 - - 15.513 ms
POST /measurement/schuepbach 201 - - 14.622 ms
POST /measurement/schuepbach 201 - - 14.201 ms
POST /measurement/schuepbach 201 - - 15.902 ms
POST /measurement/schuepbach 201 - - 14.200 ms
POST /measurement/schuepbach 201 - - 14.635 ms
POST /measurement/schuepbach 201 - - 15.338 ms
POST /measurement/schuepbach 201 - - 14.589 ms
POST /measurement/schuepbach 201 - - 15.150 ms
POST /measurement/schuepbach 201 - - 13.885 ms
POST /measurement/schuepbach 201 - - 20.422 ms
POST /measurement/schuepbach 201 - - 14.279 ms
POST /measurement/schuepbach 201 - - 13.796 ms
POST /measurement/schuepbach 201 - - 16.953 ms
POST /measurement/schuepbach 201 - - 13.581 ms
POST /measurement/schuepbach 201 - - 14.904 ms
POST /measurement/schuepbach 201 - - 13.984 ms
POST /measurement/schuepbach 201 - - 404.517 ms
POST /measurement/schuepbach 201 - - 25.115 ms
POST /measurement/schuepbach 201 - - 154.722 ms
POST /measurement/schuepbach 201 - - 24.021 ms
POST /measurement/schuepbach 201 - - 14.872 ms
POST /measurement/schuepbach 201 - - 16.416 ms
POST /measurement/schuepbach 201 - - 14.709 ms
POST /measurement/schuepbach 201 - - 14.084 ms
POST /measurement/schuepbach 201 - - 14.067 ms
POST /measurement/schuepbach 201 - - 64.760 ms
POST /measurement/schuepbach 201 - - 108.480 ms
POST /measurement/schuepbach 201 - - 17.746 ms
POST /measurement/schuepbach 201 - - 18.003 ms
POST /measurement/schuepbach 201 - - 17.507 ms
POST /measurement/schuepbach 201 - - 41.340 ms
POST /measurement/schuepbach 201 - - 18.471 ms
POST /measurement/schuepbach 201 - - 14.423 ms
POST /measurement/schuepbach 201 - - 199.027 ms
POST /measurement/schuepbach 201 - - 14.422 ms
POST /measurement/schuepbach 201 - - 13.764 ms
POST /measurement/schuepbach 201 - - 15.483 ms
POST /measurement/schuepbach 201 - - 17.147 ms
POST /measurement/schuepbach 201 - - 16.085 ms
POST /measurement/schuepbach 201 - - 14.276 ms
POST /measurement/schuepbach 201 - - 18.657 ms
POST /measurement/schuepbach 201 - - 89.075 ms
POST /measurement/schuepbach 201 - - 14.337 ms
POST /measurement/schuepbach 201 - - 65.959 ms
POST /measurement/schuepbach 201 - - 16.165 ms
POST /measurement/schuepbach 201 - - 14.847 ms
POST /measurement/schuepbach 201 - - 13.861 ms
POST /measurement/schuepbach 201 - - 14.746 ms
POST /measurement/schuepbach 201 - - 14.877 ms
POST /measurement/schuepbach 201 - - 14.282 ms
POST /measurement/schuepbach 201 - - 166.917 ms
POST /measurement/schuepbach 201 - - 13.936 ms
POST /measurement/schuepbach 201 - - 14.282 ms
POST /measurement/schuepbach 201 - - 15.797 ms
POST /measurement/schuepbach 201 - - 20.784 ms
POST /measurement/schuepbach 201 - - 13.683 ms
POST /measurement/schuepbach 201 - - 19.023 ms
POST /measurement/schuepbach 201 - - 15.603 ms
POST /measurement/schuepbach 201 - - 14.077 ms
POST /measurement/schuepbach 201 - - 16.439 ms
POST /measurement/schuepbach 201 - - 14.474 ms
POST /measurement/schuepbach 201 - - 17.064 ms
POST /measurement/schuepbach 201 - - 14.432 ms
POST /measurement/schuepbach 201 - - 13.203 ms
POST /measurement/schuepbach 201 - - 13.746 ms
POST /measurement/schuepbach 201 - - 13.690 ms
POST /measurement/schuepbach 201 - - 14.015 ms
POST /measurement/schuepbach 201 - - 17.496 ms
POST /measurement/schuepbach 201 - - 15.578 ms
POST /measurement/schuepbach 201 - - 16.099 ms
POST /measurement/schuepbach 201 - - 14.464 ms
POST /measurement/schuepbach 201 - - 13.993 ms
POST /measurement/schuepbach 201 - - 15.709 ms
POST /measurement/schuepbach 201 - - 15.360 ms
POST /measurement/schuepbach 201 - - 13.155 ms
POST /measurement/schuepbach 201 - - 26.997 ms
POST /measurement/schuepbach 201 - - 15.109 ms
POST /measurement/schuepbach 201 - - 15.432 ms
POST /measurement/schuepbach 201 - - 13.286 ms
POST /measurement/schuepbach 201 - - 14.395 ms
POST /measurement/schuepbach 201 - - 13.132 ms
POST /measurement/schuepbach 201 - - 14.745 ms
POST /measurement/schuepbach 201 - - 12.863 ms
POST /measurement/schuepbach 201 - - 14.094 ms
POST /measurement/schuepbach 201 - - 13.514 ms
POST /measurement/schuepbach 201 - - 14.167 ms
POST /measurement/schuepbach 201 - - 14.381 ms
POST /measurement/schuepbach 201 - - 13.840 ms
POST /measurement/schuepbach 201 - - 13.804 ms
POST /measurement/schuepbach 201 - - 13.547 ms
POST /measurement/schuepbach 201 - - 14.141 ms
POST /measurement/schuepbach 201 - - 13.086 ms
POST /measurement/schuepbach 201 - - 13.691 ms
POST /measurement/schuepbach 201 - - 15.919 ms
POST /measurement/schuepbach 201 - - 13.726 ms
POST /measurement/schuepbach 201 - - 16.048 ms
POST /measurement/schuepbach 201 - - 21.397 ms
POST /measurement/schuepbach 201 - - 14.348 ms
POST /measurement/schuepbach 201 - - 14.955 ms
POST /measurement/schuepbach 201 - - 14.444 ms
POST /measurement/schuepbach 201 - - 14.737 ms
POST /measurement/schuepbach 201 - - 14.662 ms
POST /measurement/schuepbach 201 - - 13.971 ms
POST /measurement/schuepbach 201 - - 15.780 ms
POST /measurement/schuepbach 201 - - 16.956 ms
POST /measurement/schuepbach 201 - - 17.683 ms
POST /measurement/schuepbach 201 - - 13.839 ms
POST /measurement/schuepbach 201 - - 13.938 ms
POST /measurement/schuepbach 201 - - 17.441 ms
POST /measurement/schuepbach 201 - - 14.263 ms
POST /measurement/schuepbach 201 - - 15.716 ms
POST /measurement/schuepbach 201 - - 16.005 ms
POST /measurement/schuepbach 201 - - 13.495 ms
POST /measurement/schuepbach 201 - - 14.177 ms
POST /measurement/schuepbach 201 - - 15.312 ms
POST /measurement/schuepbach 201 - - 17.294 ms
POST /measurement/schuepbach 201 - - 13.591 ms
POST /measurement/schuepbach 201 - - 13.804 ms
POST /measurement/schuepbach 201 - - 19.390 ms
POST /measurement/schuepbach 201 - - 13.963 ms
POST /measurement/schuepbach 201 - - 109.237 ms
POST /measurement/schuepbach 201 - - 13.946 ms
POST /measurement/schuepbach 201 - - 16.397 ms
POST /measurement/schuepbach 201 - - 14.700 ms
POST /measurement/schuepbach 201 - - 14.703 ms
POST /measurement/schuepbach 201 - - 15.167 ms
POST /measurement/schuepbach 201 - - 13.662 ms
POST /measurement/schuepbach 201 - - 13.061 ms
POST /measurement/schuepbach 201 - - 14.118 ms
POST /measurement/schuepbach 201 - - 13.522 ms
POST /measurement/schuepbach 201 - - 16.477 ms
POST /measurement/schuepbach 201 - - 19.143 ms
POST /measurement/schuepbach 201 - - 15.128 ms
POST /measurement/schuepbach 201 - - 25.775 ms
POST /measurement/schuepbach 201 - - 13.746 ms
POST /measurement/schuepbach 201 - - 14.540 ms
POST /measurement/schuepbach 201 - - 14.075 ms
POST /measurement/schuepbach 201 - - 13.052 ms
POST /measurement/schuepbach 201 - - 13.483 ms
POST /measurement/schuepbach 201 - - 15.879 ms
POST /measurement/schuepbach 201 - - 12.940 ms
POST /measurement/schuepbach 201 - - 14.183 ms
POST /measurement/schuepbach 201 - - 12.747 ms
POST /measurement/schuepbach 201 - - 13.067 ms
POST /measurement/schuepbach 201 - - 13.656 ms
POST /measurement/schuepbach 201 - - 14.561 ms
POST /measurement/schuepbach 201 - - 13.934 ms
POST /measurement/schuepbach 201 - - 14.336 ms
POST /measurement/schuepbach 201 - - 15.010 ms
POST /measurement/schuepbach 201 - - 14.474 ms
POST /measurement/schuepbach 201 - - 22.252 ms
POST /measurement/schuepbach 201 - - 14.249 ms
POST /measurement/schuepbach 201 - - 14.975 ms
POST /measurement/schuepbach 201 - - 15.262 ms
POST /measurement/schuepbach 201 - - 13.269 ms
POST /measurement/schuepbach 201 - - 13.375 ms
POST /measurement/schuepbach 201 - - 13.375 ms
POST /measurement/schuepbach 201 - - 14.980 ms
POST /measurement/schuepbach 201 - - 13.448 ms
POST /measurement/schuepbach 201 - - 14.087 ms
POST /measurement/schuepbach 201 - - 128.159 ms
POST /measurement/schuepbach 201 - - 14.990 ms
POST /measurement/schuepbach 201 - - 14.897 ms
POST /measurement/schuepbach 201 - - 16.429 ms
POST /measurement/schuepbach 201 - - 13.339 ms
POST /measurement/schuepbach 201 - - 15.139 ms
POST /measurement/schuepbach 201 - - 17.692 ms
POST /measurement/schuepbach 201 - - 13.145 ms
POST /measurement/schuepbach 201 - - 14.276 ms
POST /measurement/schuepbach 201 - - 14.005 ms
POST /measurement/schuepbach 201 - - 14.655 ms
POST /measurement/schuepbach 201 - - 14.210 ms
POST /measurement/schuepbach 201 - - 13.551 ms
POST /measurement/schuepbach 201 - - 13.424 ms
POST /measurement/schuepbach 201 - - 13.935 ms
POST /measurement/schuepbach 201 - - 14.768 ms
POST /measurement/schuepbach 201 - - 14.284 ms
POST /measurement/schuepbach 201 - - 19.716 ms
POST /measurement/schuepbach 201 - - 14.360 ms
POST /measurement/schuepbach 201 - - 18.186 ms
POST /measurement/schuepbach 201 - - 13.151 ms
POST /measurement/schuepbach 201 - - 14.055 ms
POST /measurement/schuepbach 201 - - 13.907 ms
POST /measurement/schuepbach 201 - - 13.555 ms
POST /measurement/schuepbach 201 - - 15.748 ms
POST /measurement/schuepbach 201 - - 13.436 ms
POST /measurement/schuepbach 201 - - 13.782 ms
POST /measurement/schuepbach 201 - - 13.320 ms
POST /measurement/schuepbach 201 - - 13.586 ms
POST /measurement/schuepbach 201 - - 16.247 ms
POST /measurement/schuepbach 201 - - 13.713 ms
POST /measurement/schuepbach 201 - - 13.459 ms
POST /measurement/schuepbach 201 - - 14.888 ms
POST /measurement/schuepbach 201 - - 14.775 ms
POST /measurement/schuepbach 201 - - 12.531 ms
POST /measurement/schuepbach 201 - - 14.622 ms
POST /measurement/schuepbach 201 - - 13.983 ms
POST /measurement/schuepbach 201 - - 14.303 ms
POST /measurement/schuepbach 201 - - 13.424 ms
POST /measurement/schuepbach 201 - - 14.108 ms
POST /measurement/schuepbach 201 - - 13.302 ms
POST /measurement/schuepbach 201 - - 13.926 ms
POST /measurement/schuepbach 201 - - 13.367 ms
POST /measurement/schuepbach 201 - - 14.081 ms
POST /measurement/schuepbach 201 - - 15.250 ms
POST /measurement/schuepbach 201 - - 14.704 ms
POST /measurement/schuepbach 201 - - 13.286 ms
POST /measurement/schuepbach 201 - - 14.553 ms
POST /measurement/schuepbach 201 - - 13.189 ms
POST /measurement/schuepbach 201 - - 15.757 ms
POST /measurement/schuepbach 201 - - 13.299 ms
POST /measurement/schuepbach 201 - - 13.227 ms
POST /measurement/schuepbach 201 - - 13.728 ms
POST /measurement/schuepbach 201 - - 14.826 ms
POST /measurement/schuepbach 201 - - 14.556 ms
POST /measurement/schuepbach 201 - - 13.304 ms
POST /measurement/schuepbach 201 - - 13.279 ms
POST /measurement/schuepbach 201 - - 13.500 ms
POST /measurement/schuepbach 201 - - 14.671 ms
POST /measurement/schuepbach 201 - - 13.980 ms
POST /measurement/schuepbach 201 - - 15.023 ms
POST /measurement/schuepbach 201 - - 16.760 ms
POST /measurement/schuepbach 201 - - 14.766 ms
POST /measurement/schuepbach 201 - - 14.243 ms
POST /measurement/schuepbach 201 - - 14.786 ms
POST /measurement/schuepbach 201 - - 14.308 ms
POST /measurement/schuepbach 201 - - 15.112 ms
POST /measurement/schuepbach 201 - - 14.923 ms
POST /measurement/schuepbach 201 - - 17.996 ms
POST /measurement/schuepbach 201 - - 14.207 ms
POST /measurement/schuepbach 201 - - 14.548 ms
POST /measurement/schuepbach 201 - - 14.611 ms
POST /measurement/schuepbach 201 - - 14.241 ms
POST /measurement/schuepbach 201 - - 14.276 ms
POST /measurement/schuepbach 201 - - 17.509 ms
POST /measurement/schuepbach 201 - - 15.163 ms
POST /measurement/schuepbach 201 - - 13.838 ms
POST /measurement/schuepbach 201 - - 15.159 ms
POST /measurement/schuepbach 201 - - 14.000 ms
POST /measurement/schuepbach 201 - - 14.287 ms
POST /measurement/schuepbach 201 - - 14.638 ms
POST /measurement/schuepbach 201 - - 20.640 ms
POST /measurement/schuepbach 201 - - 14.949 ms
POST /measurement/schuepbach 201 - - 18.471 ms
POST /measurement/schuepbach 201 - - 12.937 ms
POST /measurement/schuepbach 201 - - 14.167 ms
POST /measurement/schuepbach 201 - - 14.217 ms
POST /measurement/schuepbach 201 - - 13.963 ms
POST /measurement/schuepbach 201 - - 44.783 ms
POST /measurement/schuepbach 201 - - 18.432 ms
POST /measurement/schuepbach 201 - - 16.274 ms
POST /measurement/schuepbach 201 - - 14.379 ms
POST /measurement/schuepbach 201 - - 15.605 ms
POST /measurement/schuepbach 201 - - 15.017 ms
POST /measurement/schuepbach 201 - - 13.863 ms
POST /measurement/schuepbach 201 - - 13.617 ms
POST /measurement/schuepbach 201 - - 13.680 ms
POST /measurement/schuepbach 201 - - 14.290 ms
POST /measurement/schuepbach 201 - - 14.831 ms
POST /measurement/schuepbach 201 - - 12.955 ms
POST /measurement/schuepbach 201 - - 13.618 ms
POST /measurement/schuepbach 201 - - 15.147 ms
POST /measurement/schuepbach 201 - - 13.842 ms
POST /measurement/schuepbach 201 - - 16.590 ms
POST /measurement/schuepbach 201 - - 14.382 ms
POST /measurement/schuepbach 201 - - 14.411 ms
POST /measurement/schuepbach 201 - - 17.018 ms
POST /measurement/schuepbach 201 - - 13.137 ms
POST /measurement/schuepbach 201 - - 14.413 ms
POST /measurement/schuepbach 201 - - 15.870 ms
POST /measurement/schuepbach 201 - - 19.973 ms
POST /measurement/schuepbach 201 - - 13.904 ms
POST /measurement/schuepbach 201 - - 13.149 ms
POST /measurement/schuepbach 201 - - 15.041 ms
POST /measurement/schuepbach 201 - - 14.410 ms
POST /measurement/schuepbach 201 - - 15.707 ms
POST /measurement/schuepbach 201 - - 15.209 ms
POST /measurement/schuepbach 201 - - 19.207 ms
POST /measurement/schuepbach 201 - - 16.560 ms
POST /measurement/schuepbach 201 - - 38.506 ms
POST /measurement/schuepbach 201 - - 15.765 ms
POST /measurement/schuepbach 201 - - 16.768 ms
POST /measurement/schuepbach 201 - - 15.390 ms
POST /measurement/schuepbach 201 - - 18.271 ms
POST /measurement/schuepbach 201 - - 15.486 ms
POST /measurement/schuepbach 201 - - 17.563 ms
POST /measurement/schuepbach 201 - - 18.036 ms
POST /measurement/schuepbach 201 - - 15.583 ms
POST /measurement/schuepbach 201 - - 20.349 ms
POST /measurement/schuepbach 201 - - 17.167 ms
POST /measurement/schuepbach 201 - - 24.271 ms
POST /measurement/schuepbach 201 - - 15.686 ms
POST /measurement/schuepbach 201 - - 17.179 ms
POST /measurement/schuepbach 201 - - 16.802 ms
POST /measurement/schuepbach 201 - - 82.946 ms
POST /measurement/schuepbach 201 - - 15.454 ms
POST /measurement/schuepbach 201 - - 15.497 ms
POST /measurement/schuepbach 201 - - 14.023 ms
POST /measurement/schuepbach 201 - - 15.028 ms
POST /measurement/schuepbach 201 - - 14.139 ms
POST /measurement/schuepbach 201 - - 15.425 ms
POST /measurement/schuepbach 201 - - 16.283 ms
POST /measurement/schuepbach 201 - - 14.612 ms
POST /measurement/schuepbach 201 - - 15.060 ms
POST /measurement/schuepbach 201 - - 18.300 ms
POST /measurement/schuepbach 201 - - 14.251 ms
POST /measurement/schuepbach 201 - - 14.910 ms
POST /measurement/schuepbach 201 - - 14.406 ms
POST /measurement/schuepbach 201 - - 13.110 ms
POST /measurement/schuepbach 201 - - 19.837 ms
POST /measurement/schuepbach 201 - - 14.704 ms
POST /measurement/schuepbach 201 - - 24.606 ms
POST /measurement/schuepbach 201 - - 16.446 ms
POST /measurement/schuepbach 201 - - 18.173 ms
POST /measurement/schuepbach 201 - - 14.543 ms
POST /measurement/schuepbach 201 - - 14.908 ms
POST /measurement/schuepbach 201 - - 14.517 ms
POST /measurement/schuepbach 201 - - 16.310 ms
POST /measurement/schuepbach 201 - - 15.876 ms
POST /measurement/schuepbach 201 - - 19.330 ms
POST /measurement/schuepbach 201 - - 15.125 ms
POST /measurement/schuepbach 201 - - 17.276 ms
POST /measurement/schuepbach 201 - - 14.461 ms
POST /measurement/schuepbach 201 - - 16.473 ms
POST /measurement/schuepbach 201 - - 16.025 ms
POST /measurement/schuepbach 201 - - 14.809 ms
POST /measurement/schuepbach 201 - - 18.918 ms
POST /measurement/schuepbach 201 - - 16.711 ms
POST /measurement/schuepbach 201 - - 15.784 ms
POST /measurement/schuepbach 201 - - 14.304 ms
POST /measurement/schuepbach 201 - - 15.880 ms
POST /measurement/schuepbach 201 - - 15.065 ms
POST /measurement/schuepbach 201 - - 20.167 ms
POST /measurement/schuepbach 201 - - 14.641 ms
POST /measurement/schuepbach 201 - - 14.433 ms
POST /measurement/schuepbach 201 - - 14.340 ms
POST /measurement/schuepbach 201 - - 14.004 ms
POST /measurement/schuepbach 201 - - 14.610 ms
POST /measurement/schuepbach 201 - - 14.625 ms
POST /measurement/schuepbach 201 - - 13.744 ms
POST /measurement/schuepbach 201 - - 14.852 ms
POST /measurement/schuepbach 201 - - 15.452 ms
POST /measurement/schuepbach 201 - - 17.952 ms
POST /measurement/schuepbach 201 - - 13.364 ms
POST /measurement/schuepbach 201 - - 15.777 ms
POST /measurement/schuepbach 201 - - 17.222 ms
POST /measurement/schuepbach 201 - - 14.809 ms
POST /measurement/schuepbach 201 - - 15.007 ms
POST /measurement/schuepbach 201 - - 15.213 ms
POST /measurement/schuepbach 201 - - 15.593 ms
POST /measurement/schuepbach 201 - - 18.058 ms
POST /measurement/schuepbach 201 - - 14.694 ms
POST /measurement/schuepbach 201 - - 15.405 ms
POST /measurement/schuepbach 201 - - 14.663 ms
POST /measurement/schuepbach 201 - - 26.026 ms
POST /measurement/schuepbach 201 - - 15.179 ms
POST /measurement/schuepbach 201 - - 13.652 ms
POST /measurement/schuepbach 201 - - 15.162 ms
POST /measurement/schuepbach 201 - - 14.914 ms
POST /measurement/schuepbach 201 - - 15.364 ms
POST /measurement/schuepbach 201 - - 21.669 ms
POST /measurement/schuepbach 201 - - 14.356 ms
POST /measurement/schuepbach 201 - - 14.768 ms
POST /measurement/schuepbach 201 - - 13.968 ms
POST /measurement/schuepbach 201 - - 14.635 ms
POST /measurement/schuepbach 201 - - 13.174 ms
POST /measurement/schuepbach 201 - - 15.048 ms
POST /measurement/schuepbach 201 - - 15.428 ms
POST /measurement/schuepbach 201 - - 18.263 ms
POST /measurement/schuepbach 201 - - 14.451 ms
POST /measurement/schuepbach 201 - - 15.677 ms
POST /measurement/schuepbach 201 - - 19.147 ms
POST /measurement/schuepbach 201 - - 18.331 ms
POST /measurement/schuepbach 201 - - 16.360 ms
POST /measurement/schuepbach 201 - - 15.777 ms
POST /measurement/schuepbach 201 - - 15.398 ms
POST /measurement/schuepbach 201 - - 32.405 ms
POST /measurement/schuepbach 201 - - 13.373 ms
POST /measurement/schuepbach 201 - - 17.965 ms
POST /measurement/schuepbach 201 - - 15.497 ms
POST /measurement/schuepbach 201 - - 13.189 ms
POST /measurement/schuepbach 201 - - 15.743 ms
POST /measurement/schuepbach 201 - - 15.522 ms
POST /measurement/schuepbach 201 - - 18.280 ms
POST /measurement/schuepbach 201 - - 15.124 ms
POST /measurement/schuepbach 201 - - 23.659 ms
POST /measurement/schuepbach 201 - - 16.576 ms
POST /measurement/schuepbach 201 - - 15.290 ms
POST /measurement/schuepbach 201 - - 17.309 ms
POST /measurement/schuepbach 201 - - 15.137 ms
POST /measurement/schuepbach 201 - - 13.865 ms
POST /measurement/schuepbach 201 - - 15.277 ms
POST /measurement/schuepbach 201 - - 15.653 ms
POST /measurement/schuepbach 201 - - 15.062 ms
POST /measurement/schuepbach 201 - - 14.518 ms
POST /measurement/schuepbach 201 - - 14.514 ms
POST /measurement/schuepbach 201 - - 14.164 ms
POST /measurement/schuepbach 201 - - 15.398 ms
POST /measurement/schuepbach 201 - - 15.646 ms
POST /measurement/schuepbach 201 - - 15.852 ms
POST /measurement/schuepbach 201 - - 16.428 ms
POST /measurement/schuepbach 201 - - 15.720 ms
POST /measurement/schuepbach 201 - - 13.474 ms
POST /measurement/schuepbach 201 - - 16.526 ms
POST /measurement/schuepbach 201 - - 13.784 ms
POST /measurement/schuepbach 201 - - 13.644 ms
POST /measurement/schuepbach 201 - - 14.013 ms
POST /measurement/schuepbach 201 - - 20.053 ms
POST /measurement/schuepbach 201 - - 15.802 ms
POST /measurement/schuepbach 201 - - 15.165 ms
POST /measurement/schuepbach 201 - - 13.171 ms
POST /measurement/schuepbach 201 - - 19.188 ms
POST /measurement/schuepbach 201 - - 14.572 ms
POST /measurement/schuepbach 201 - - 14.549 ms
POST /measurement/schuepbach 201 - - 13.772 ms
POST /measurement/schuepbach 201 - - 15.714 ms
POST /measurement/schuepbach 201 - - 15.338 ms
POST /measurement/schuepbach 201 - - 14.450 ms
POST /measurement/schuepbach 201 - - 14.178 ms
POST /measurement/schuepbach 201 - - 14.613 ms
POST /measurement/schuepbach 201 - - 16.651 ms
POST /measurement/schuepbach 201 - - 30.992 ms
POST /measurement/schuepbach 201 - - 17.111 ms
POST /measurement/schuepbach 201 - - 14.716 ms
POST /measurement/schuepbach 201 - - 14.191 ms
POST /measurement/schuepbach 201 - - 13.480 ms
POST /measurement/schuepbach 201 - - 15.920 ms
POST /measurement/schuepbach 201 - - 16.841 ms
POST /measurement/setup_test 201 - - 14.818 ms
POST /measurement/setup_test 201 - - 20.924 ms
POST /measurement/setup_test 201 - - 21.644 ms
POST /measurement/setup_test 201 - - 14.355 ms
POST /measurement/schuepbach 201 - - 14.410 ms
POST /measurement/schuepbach 201 - - 15.713 ms
POST /measurement/schuepbach 201 - - 17.479 ms
POST /measurement/schuepbach 201 - - 13.225 ms
POST /measurement/schuepbach 201 - - 18.070 ms
POST /measurement/schuepbach 201 - - 16.630 ms
POST /measurement/schuepbach 201 - - 17.157 ms
POST /measurement/schuepbach 201 - - 14.926 ms
POST /measurement/schuepbach 201 - - 15.781 ms
POST /measurement/schuepbach 201 - - 15.064 ms
POST /measurement/schuepbach 201 - - 14.064 ms
POST /measurement/schuepbach 201 - - 14.526 ms
POST /measurement/schuepbach 201 - - 13.831 ms
POST /measurement/schuepbach 201 - - 14.346 ms
POST /measurement/schuepbach 201 - - 13.905 ms
POST /measurement/schuepbach 201 - - 14.661 ms
POST /measurement/schuepbach 201 - - 13.530 ms
POST /measurement/schuepbach 201 - - 14.878 ms
POST /measurement/schuepbach 201 - - 14.523 ms
POST /measurement/schuepbach 201 - - 14.199 ms
POST /measurement/schuepbach 201 - - 13.992 ms
POST /measurement/schuepbach 201 - - 13.989 ms
POST /measurement/schuepbach 201 - - 12.899 ms
POST /measurement/schuepbach 201 - - 12.089 ms
POST /measurement/schuepbach 201 - - 13.778 ms
POST /measurement/schuepbach 201 - - 16.168 ms
POST /measurement/schuepbach 201 - - 14.219 ms
POST /measurement/schuepbach 201 - - 12.939 ms
POST /measurement/schuepbach 201 - - 14.952 ms
POST /measurement/schuepbach 201 - - 13.675 ms
POST /measurement/schuepbach 201 - - 13.549 ms
POST /measurement/schuepbach 201 - - 14.244 ms
POST /measurement/schuepbach 201 - - 14.947 ms
POST /measurement/schuepbach 201 - - 13.772 ms
POST /measurement/schuepbach 201 - - 14.374 ms
POST /measurement/schuepbach 201 - - 13.605 ms
POST /measurement/schuepbach 201 - - 15.607 ms
POST /measurement/schuepbach 201 - - 14.111 ms
POST /measurement/schuepbach 201 - - 13.504 ms
POST /measurement/schuepbach 201 - - 12.925 ms
POST /measurement/schuepbach 201 - - 26.454 ms
POST /measurement/schuepbach 201 - - 13.809 ms
POST /measurement/schuepbach 201 - - 15.604 ms
POST /measurement/schuepbach 201 - - 13.312 ms
POST /measurement/schuepbach 201 - - 15.471 ms
POST /measurement/schuepbach 201 - - 13.813 ms
POST /measurement/schuepbach 201 - - 14.329 ms
POST /measurement/schuepbach 201 - - 14.024 ms
POST /measurement/schuepbach 201 - - 14.003 ms
POST /measurement/schuepbach 201 - - 12.265 ms
POST /measurement/schuepbach 201 - - 21.384 ms
POST /measurement/schuepbach 201 - - 13.827 ms
POST /measurement/schuepbach 201 - - 16.071 ms
POST /measurement/schuepbach 201 - - 13.968 ms
POST /measurement/schuepbach 201 - - 14.416 ms
POST /measurement/schuepbach 201 - - 13.651 ms
POST /measurement/schuepbach 201 - - 13.202 ms
POST /measurement/schuepbach 201 - - 15.233 ms
POST /measurement/schuepbach 201 - - 15.937 ms
POST /measurement/schuepbach 201 - - 13.347 ms
POST /measurement/schuepbach 201 - - 13.879 ms
POST /measurement/schuepbach 201 - - 13.346 ms
POST /measurement/schuepbach 201 - - 14.833 ms
POST /measurement/schuepbach 201 - - 13.661 ms
POST /measurement/schuepbach 201 - - 13.951 ms
POST /measurement/schuepbach 201 - - 16.112 ms
POST /measurement/schuepbach 201 - - 13.256 ms
POST /measurement/schuepbach 201 - - 13.115 ms
POST /measurement/schuepbach 201 - - 16.823 ms
POST /measurement/schuepbach 201 - - 14.376 ms
POST /measurement/schuepbach 201 - - 16.933 ms
POST /measurement/schuepbach 201 - - 15.273 ms
POST /measurement/schuepbach 201 - - 18.726 ms
POST /measurement/schuepbach 201 - - 15.306 ms
POST /measurement/schuepbach 201 - - 15.486 ms
POST /measurement/schuepbach 201 - - 16.548 ms
POST /measurement/schuepbach 201 - - 14.260 ms
POST /measurement/schuepbach 201 - - 14.248 ms
POST /measurement/schuepbach 201 - - 16.819 ms
POST /measurement/schuepbach 201 - - 16.179 ms
POST /measurement/schuepbach 201 - - 15.685 ms
POST /measurement/schuepbach 201 - - 16.084 ms
